id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4466347997818034,IrQ0TwNPk,6383180022,月亮你是谁的心,#明年将制定个人信息保护法##假如世上没有隐私#虽然不大，但很讨厌O你觉得自己的个人信息被泄露了吗?对你的影响大吗？,,,,"明年将制定个人信息保护法,假如世上没有隐私",0,0,1,2020-01-30 08:23,iPhone XS,,,,,普通用户
4466201856411900,IrMdbqU1K,6646971742,用户6646971742邮票交易商,#明年将制定个人信息保护法##假如世上没有隐私#地球都变成一个村子了，谁还不清楚谁呀？！O你觉得自己的个人信息被泄露了吗?对你的影响大吗？,,,,"明年将制定个人信息保护法,假如世上没有隐私",0,0,0,2020-01-29 22:42,vivo手机,,,,,普通用户
4466102484279191,IrJCUhXdd,2607959112,太和发布,【太和县消保委2020年第2号消费警示】为切实做好当前新型冠状病毒感染的肺炎疫情防控，维护市场秩序稳定，太和县消费者权益保护委员会、太和县放心消费创建工作领导小组办公室、太和县市场监督管理局特别向广大消费者和经营者警示如下：一、消费者要自觉抵制食用野生动物要控制猎奇心理，不要见到野味就想尝一尝。因此，消费者要自觉抵制食用野生动物，更不得食用野生保护动物，否则不仅伤害自身健康，还会因触犯《野生动物保护法》等法律法规而付出更大代价。二、市场要禁止活禽经营目前我县已全面禁止活禽市场交易，提醒经营者严禁活禽交易和宰杀，严禁贩卖野生动物。广大消费者请勿购买活禽，自觉抵制活禽交易行为。三、食品经营者不得采购加工野生动物食品经营者不得为食用采购和加工制售国家重点保护的野生动物及其制品，也不得为食用采购和加工制售没有合法来源证明及检疫合格证明的非国家重点保护野生动物及其制品。同时，禁止食品经营者销售及餐饮服务提供者采购私自宰杀的未经检疫的畜禽肉，确保索证索票齐全、检疫合格证明有效。四、消费者和食品经营者要做好疫情防控食品经营者在新型冠状病毒感染肺炎疫情防控期间，要注意加强从业人员健康管理，落实晨检测温、着工装、佩戴口罩、勤洗手、勤消毒等制度；消费者要注意个人防护和佩戴口罩，患有呼吸道等疾病时，减少到餐饮场所用餐和节日期间聚餐；网络订餐平台要加强送餐人员的健康管理，确保外卖食品不被污染。五、经营者要加强价格自律，诚信经营广大经营者要切实履行社会责任，严格依法经营，合法合理行使自主定价权，严格执行政府依法制定的价格干预措施和紧急措施，做到明码标价、诚信经营。凡捏造、散布涨价信息，大量囤积市场供应紧张的防疫用品，大幅度提高销售价格，串通涨价，以及其他违反价格法律法规的行为，市场监督管理机关将依法从严从重从快查处并公开曝光。六、消费者要积极监督，鼓励投诉举报请广大消费者积极监督，发现串通涨价、哄抬价格、以次充好、经营野生动物及其产品等违法行为的，及时拨打12315进行举报。太和县消费者权益保护委员会太和县放心消费创建工作领导小组办公室太和县市场监督管理局2020年1月28日,,,,,1,11,6,2020-01-29 16:07,微博 weibo.com,https://wx3.sinaimg.cn/large/9b724c48ly1gbdhw6ddsvj20go0fbab4.jpg,,,,蓝V
4465820094369862,IrChrikNE,6515176549,砀山县市场监督管理局,砀山县市场监督管理局砀山县消费者权益保护委员会2020年第2号消费警示为切实做好当前新型冠状病毒肺炎疫情防控，维护市场秩序稳定，砀山县市场监督管理局、砀山县消费者权益保护委员会特别向广大消费者和经营者警示如下：一、消费者要自觉抵制食用野生动物要控制猎奇心理，不要见到野味就想尝一尝。因此，消费者要自觉抵制食用野生动物，更不得食用野生保护动物，否则不仅伤害自身健康，还会因触犯《野生动物保护法》等法律法规而付出更大代价。二、市场要禁止活禽经营目前我县已全面禁止活禽市场交易，提醒经营者严禁活禽交易和宰杀，严禁贩卖野生动物。广大消费者请勿购买活禽，自觉抵制活禽交易行为。三、食品经营者不得采购加工野生动物食品经营者不得为食用采购和加工制售国家重点保护的野生动物及其制品，也不得为食用采购和加工制售没有合法来源证明及检疫合格证明的非国家重点保护野生动物及其制品。同时，禁止食品经营者销售及餐饮服务提供者采购私自宰杀的未经检疫的畜禽肉，确保索证索票齐全、检疫合格证明有效。四、消费者和食品经营者要做好疫情防控食品经营者在新型冠状病毒感染肺炎疫情防控期间，要注意加强从业人员健康管理，落实晨检测温、着工装、佩戴口罩、勤洗手、勤消毒等制度；消费者要注意个人防护和佩戴口罩，患有呼吸道等疾病时，减少到餐饮场所用餐和节日期间聚餐；网络订餐平台要加强送餐人员的健康管理，确保外卖食品不被污染。五、经营者要加强价格自律，诚信经营广大经营者要切实履行社会责任，严格依法经营，合法合理行使自主定价权，严格执行政府依法制定的价格干预措施和紧急措施，做到明码标价、诚信经营。凡捏造、散布涨价信息，大量囤积市场供应紧张的防疫用品，大幅度提高销售价格，串通涨价，以及其他违反价格法律法规的行为，砀山县市场监管局将依法从严从重从快查处并公开曝光。六、消费者要积极监督，鼓励投诉举报请广大消费者积极监督，发现串通涨价、哄抬价格、以次充好、经营野生动物及其产品等违法行为的，及时拨打12315进行举报。砀山县市场监督管理局砀山县消费者权益保护委员会2020年1月27日,,,,,0,0,0,2020-01-28 21:25,专业版微博,,,,,蓝V
4465750582652741,IrAtkb869,2519274242,南岸发布,【疫情防控期间法律提示书】亲爱的市民朋友们：新型冠状病毒感染的肺炎疫情防控工作正处于关键时期，重庆市已于2020年1月24日启动重大突发公共卫生事件Ⅰ级响应。为切实有效做好疫情防控工作，保障您和他人的身体健康和生命安全，根据《中华人民共和国刑法》、《中华人民共和国传染病防治法》、《中华人民共和国野生动物保护法》、《中华人民共和国治安管理处罚法》、《中华人民共和国价格法》、《突发公共卫生事件应急条例》等法律法规规定，请您配合做好疫情防控期间相关工作，谨记以下法律提示，守法抗疫：一、做到五个“配合”：1.配合工作人员执行公务。2.配合做好体温检查、佩戴口罩等防疫措施。3.配合做好人员登记、行程登记等调查措施。4.配合做好人流限制、人员调集等管控措施。5.配合做好物资调集、设备调配等管理措施。二、做到十个“严禁”：1.严禁拒绝排查、隔离等应急措施。2.严禁瞒报、缓报、谎报疫情。3.严禁故意传播病毒、感染他人。4.严禁组织、参与人群聚集性活动。5.严禁囤积居奇、哄抬物价。6.严禁生产、销售伪劣商品。7.严禁编造、散布谣言。8.严禁歧视患者或者泄露患者个人隐私等相关信息。9.严禁转运贩卖、加工经营野生动物及其制品。10.严禁在农贸市场、超市、活禽专卖店、餐饮店等公共场所交易、宰杀活禽。疫情防控期间，如有触犯法律法规规定的行为，将依法受到相应法律制裁。朋友们，让我们携起手来，戮力同心，共克时艰，科学防控，守法抗疫，全面打赢这场疫情防控攻坚战！重庆市南岸区普法办重庆市南岸区司法局,,,,,1,0,2,2020-01-28 16:49,iPhone客户端,,,,,蓝V
4465261555798445,IrnKzokrj,1646146572,姜雪梅-芊芊,#明年将制定个人信息保护法##假如世上没有隐私#肯定泄露了，很影响我的生活，总有人打骚扰电话O你觉得自己的个人信息被泄露了吗?对你的影响大吗？,,,,"明年将制定个人信息保护法,假如世上没有隐私",0,0,1,2020-01-27 08:26,360手机 N7 Pro,,,,,普通用户
4465011751433039,IrhfF60Nx,1703451101,x1nyutian,200126官推.아티스트개인정보유출및유포관련O网页链接大意就是说公司将会以违反<个人信息保护法>的罪名起诉,,,,,1,1,82,2020-01-26 15:53,👶🍼⑨Android,https://wx2.sinaimg.cn/large/658899ddgy1gba0mgdf52j20gm0i2dhj.jpg,,,,金V
4463843545639529,IqMRsnF69,2362044875,创业者波波宋,#明年将制定个人信息保护法##假如世上没有隐私#我的信息早已经被泄漏，从各类骚扰电话中就可以略知一二。O你觉得自己的个人信息被泄露了吗?对你的影响大吗？,,,,"明年将制定个人信息保护法,假如世上没有隐私",0,0,0,2020-01-23 10:31,iPhone客户端,,,,,普通用户
4463570396308906,IqFKTqtey,6409010436,超甜加奶不加糖,sb粉bot不愧是sb粉bot，下面评论的正义路人都是没有蒸煮的sb吗？？说别人人肉犯法之前能不能先看看计算机信息网络保护法且不说资料都是她自己爆出来的，我们都是合法渠道获得她的个人信息，哪条犯法了？？国家也没规定禁二改禁二传啊🙉,,,,,0,3,3,2020-01-22 16:26,田国捡的iPhone X,,,,,普通用户
4463535914483788,IqERhiOra,2873938194,南京广播网,#我在现场#【定了！中消协2020年度消费维权年主题为“凝聚你我力量”】（记者赵雪子）为贯彻党的十九大和十九届二中、三中、四中全会精神，落实中共中央、国务院《关于完善促进消费体制机制进一步激发居民消费潜力的若干意见》和中央经济工作会议决策部署，按照推进国家治理体系和治理能力现代化的总体要求，推动实现消费者权益保护共建共治共享，在广泛征集消费者和社会各界意见的基础上，中国消费者协会确定2020年全国消协组织消费维权年主题为“凝聚你我力量”。围绕“凝聚你我力量”年主题，中消协和全国消协组织计划开展多方面工作，包括着力开展年主题宣传；积极参与民法典、个人信息保护法、产品质量法、消法实施条例等相关法律法规的制定完善；加强消费教育引导，让消费教育以接地气的方式走近消费者。针对新型、热点产品和服务，开展产品比较试验和消费体察；推进消费投诉便利化，适应互联网时代信息传递新形势，畅通在线投诉渠道；推进消费者评测，认真听取消费者意见，督促各地围绕问题、短板查原因、补漏洞，及时改进工作，提升消费者满意度；加强投诉数据统计分析和舆情监测，准确把握消费维权工作动态和着力方向，为相关机构开展消费维权工作提供有效参考；加强消费维权志愿者队伍建设，加强中消协“i维权”APP平台建设，丰富功能，提升开放性、及时性，让消费者能够更好地参与到消费维权工作中来。,,,,我在现场,0,0,0,2020-01-22 14:09,360安全浏览器,https://wx2.sinaimg.cn/large/ab4cd112gy1gb5b4nv22lj20fk0m8js4.jpg,,,,蓝V
4463230707416544,IqwV0v7nG,3745566841,思梦0651,#明年将制定个人信息保护法##假如世上没有隐私#隐私法也是避免恶行结果，上网现在实名制，这些普通隐私从一定范围上讲肯定被泄露，但影响尚待发展状态。O你觉得自己的个人信息被泄露了吗?对你的影响大吗？,,,,"明年将制定个人信息保护法,假如世上没有隐私",0,0,1,2020-01-21 17:56,Android客户端,,,,,普通用户
4462458183445411,IqcP0esj9,5653465286,zdqf岁月静好,#明年将制定个人信息保护法##假如世上没有隐私#如果没有隐私，我们的电话住址家庭情况，、亲朋交际的圈子，都有可能被不良分子利用，何谈安全？O你觉得自己的个人信息被泄露了吗?对你的影响大吗？,,,,"明年将制定个人信息保护法,假如世上没有隐私",0,0,1,2020-01-19 14:46,前置双摄vivo X9s,,,,,普通用户
4462097951703744,Iq3rZ79dK,1347707425,榆钱叔叔,#明年将制定个人信息保护法##假如世上没有隐私#不管有没有影响，都不应该泄露。O你觉得自己的个人信息被泄露了吗?对你的影响大吗？,,,,"明年将制定个人信息保护法,假如世上没有隐私",0,0,1,2020-01-18 14:55,iPhone客户端,,,,,普通用户
4461722083838940,IpTFKg6Go,2921513980,绿夏a,#明年将制定个人信息保护法##假如世上没有隐私#我觉得被泄露了，影响很大O你觉得自己的个人信息被泄露了吗?对你的影响大吗？,,,,"明年将制定个人信息保护法,假如世上没有隐私",0,0,1,2020-01-17 14:01,HUAWEI Mate 20 X,,,,,普通用户
4742353883499768,LhLOIeGrS,2323366973,德阳茶人,【#算法推荐管理规定今起施行#与其它上位法之间的关系？】中国信息安全研究院副院长左晓栋：算法推荐，顾名思义“推荐”就是专门针对个人实施的行为，那么为什么针对个人来实施呢？就是因为它获取了公民的个人信息，因此要解决问题，首先要加强数据安全的保护，所以《网络安全法》、《数据安全法》、《个人信息保护法》是解决算法推荐问题的上位法。但是有了数据安全的相关法律之后，针对数据滥用、滥采所引发的行为，比如算法推荐引发的各种行为，还要做出具体的规定，因此还需要制定算法推荐有关的管理办法，它们之间是这样的逻辑关系。L新闻一加一的微博视频,,,,算法推荐管理规定今起施行,0,0,0,2022-03-01 23:32,微博视频号,,"http://f.video.weibocdn.com/o0/SBcttWK1lx07U99U3uK401041200mqZn0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1737467991&ssig=rkUTpJmmSN&KID=unistore,video",,,普通用户
4742353023666790,LhLNkfnTM,2323366973,德阳茶人,【拥抱个人信息保护“法时代”】“有七成受访者感到算法能获取自己的喜好、兴趣从而“算计”自己，近五成受访者表示在算法束缚下想要逃离网络、远离手机。”《中国大安全感知报告(2021)》调查结果，反映了公众怎样的担心？从《网络安全法》到《数据安全法》、《个人信息保护法》，再到今天的《互联网信息服务算法推荐管理规定》，我们在怎样编织一张消费者个人信息“保护网”？戳视频，了解更多信息。L新闻一加一的微博视频,,,,,0,0,0,2022-03-01 23:28,微博视频号,,"http://f.video.weibocdn.com/o0/goiYVafOlx07U99Fqezu01041201NYKn0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1737467991&ssig=9vA0zZVMXM&KID=unistore,video",,,普通用户
4742351375040679,LhLKFl9jh,1737943044,新闻一加一,【#算法推荐管理规定今起施行#与其它上位法之间的关系？】中国信息安全研究院副院长左晓栋：算法推荐，顾名思义“推荐”就是专门针对个人实施的行为，那么为什么针对个人来实施呢？就是因为它获取了公民的个人信息，因此要解决问题，首先要加强数据安全的保护，所以《网络安全法》、《数据安全法》、《个人信息保护法》是解决算法推荐问题的上位法。但是有了数据安全的相关法律之后，针对数据滥用、滥采所引发的行为，比如算法推荐引发的各种行为，还要做出具体的规定，因此还需要制定算法推荐有关的管理办法，它们之间是这样的逻辑关系。L新闻一加一的微博视频,,,,算法推荐管理规定今起施行,2,0,7,2022-03-01 23:22,微博视频号,,"http://f.video.weibocdn.com/o0/SBcttWK1lx07U99U3uK401041200mqZn0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1737467991&ssig=rkUTpJmmSN&KID=unistore,video",,,普通用户
